Level 1,Level 2,Level 3,Level 4,Full URL,Page Name,Writer,Status,Priority,Research Summary,Writer Brief Link,AI Brief Link,Target Keywords,Volume,Phase,Notes
Pennsylvania Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/pennsylvania/betrivers-promo-code.htm,BetRivers Pennsylvania Promo Code,Lewis Humphries,Not Started,Medium,,,,betrivers promo code pennsylvania,,PHASE 1,Pennsylvania BetRivers Promo
Pennsylvania Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/pennsylvania/fanatics-review.htm,Fanatics Pennsylvania Review,Lewis Humphries,Not Started,Medium,,,,fanatics pennsylvania,,PHASE 1,Pennsylvania Brand #7
Pennsylvania Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/pennsylvania/fanatics-promo-code.htm,Fanatics Pennsylvania Promo Code,Lewis Humphries,Not Started,Medium,,,,fanatics promo code pennsylvania,,PHASE 1,Pennsylvania Fanatics Promo
Pennsylvania Betting,Sportsbook Reviews,theScore Bet,,https://www.topendsports.com/sport/betting/pennsylvania/thescore-bet-review.htm,theScore Bet Pennsylvania Review,Lewis Humphries,Not Started,Medium,,,,thescore bet pennsylvania,,PHASE 1,Pennsylvania Brand #8
Pennsylvania Betting,Sportsbook Reviews,BetParx,,https://www.topendsports.com/sport/betting/pennsylvania/betparx-review.htm,BetParx Pennsylvania Review,Lewis Humphries,Not Started,Medium,,,,betparx pennsylvania,,PHASE 1,Pennsylvania Brand #9
West Virginia Betting,,,,https://www.topendsports.com/sport/betting/west-virginia/index.htm,Best Betting Sites in West Virginia,Tom Goldsmith,Not Started,Critical,,,,best betting sites west virginia,,PHASE 1,West Virginia Hub - License Obtained - Regulator: West Virginia Lottery Commission
West Virginia Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/west-virginia/betting-apps.htm,Best Betting Apps in West Virginia,Tom Goldsmith,Not Started,High,,,,best betting apps west virginia,,PHASE 1,West Virginia Apps
West Virginia Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/west-virginia/bonuses.htm,Best Sportsbook Bonuses in West Virginia,Tom Goldsmith,Not Started,High,,,,sportsbook bonuses west virginia,,PHASE 1,West Virginia Bonuses
West Virginia Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/west-virginia/fanduel-review.htm,FanDuel West Virginia Review,Tom Goldsmith,Not Started,Critical,,,,fanduel west virginia,,PHASE 1,West Virginia Brand #1
West Virginia Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/west-virginia/fanduel-promo-code.htm,FanDuel West Virginia Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code west virginia,,PHASE 1,West Virginia FanDuel Promo
West Virginia Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/west-virginia/draftkings-review.htm,DraftKings West Virginia Review,Tom Goldsmith,Not Started,Critical,,,,draftkings west virginia,,PHASE 1,West Virginia Brand #2
West Virginia Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/west-virginia/draftkings-promo-code.htm,DraftKings West Virginia Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code west virginia,,PHASE 1,West Virginia DraftKings Promo
West Virginia Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/west-virginia/betmgm-review.htm,BetMGM West Virginia Review,Tom Goldsmith,Not Started,High,,,,betmgm west virginia,,PHASE 1,West Virginia Brand #3
West Virginia Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/west-virginia/betmgm-promo-code.htm,BetMGM West Virginia Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code west virginia,,PHASE 1,West Virginia BetMGM Promo
West Virginia Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/west-virginia/caesars-review.htm,Caesars West Virginia Review,Tom Goldsmith,Not Started,High,,,,caesars west virginia,,PHASE 1,West Virginia Brand #4
West Virginia Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/west-virginia/caesars-promo-code.htm,Caesars West Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code west virginia,,PHASE 1,West Virginia Caesars Promo
West Virginia Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/west-virginia/betrivers-review.htm,BetRivers West Virginia Review,Tom Goldsmith,Not Started,High,,,,betrivers west virginia,,PHASE 1,West Virginia Brand #5
West Virginia Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/west-virginia/betrivers-promo-code.htm,BetRivers West Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,betrivers promo code west virginia,,PHASE 1,West Virginia BetRivers Promo
West Virginia Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/west-virginia/fanatics-review.htm,Fanatics West Virginia Review,Tom Goldsmith,Not Started,Medium,,,,fanatics west virginia,,PHASE 1,West Virginia Brand #6
West Virginia Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/west-virginia/fanatics-promo-code.htm,Fanatics West Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code west virginia,,PHASE 1,West Virginia Fanatics Promo
West Virginia Betting,Sportsbook Reviews,Betly,,https://www.topendsports.com/sport/betting/west-virginia/betly-review.htm,Betly West Virginia Review,Tom Goldsmith,Not Started,Medium,,,,betly west virginia,,PHASE 1,West Virginia Brand #7
Tennessee Betting,,,,https://www.topendsports.com/sport/betting/tennessee/index.htm,Best Betting Sites in Tennessee,Lewis Humphries,Not Started,High,,,,best betting sites tennessee,,PHASE 1,Tennessee Hub - No License Required - Regulator: Tennessee Sports Wagering Council
Tennessee Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/tennessee/betting-apps.htm,Best Betting Apps in Tennessee,Lewis Humphries,Not Started,Medium,,,,best betting apps tennessee,,PHASE 1,Tennessee Apps
Tennessee Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/tennessee/bonuses.htm,Best Sportsbook Bonuses in Tennessee,Lewis Humphries,Not Started,Medium,,,,sportsbook bonuses tennessee,,PHASE 1,Tennessee Bonuses
Tennessee Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/tennessee/fanduel-review.htm,FanDuel Tennessee Review,Lewis Humphries,Not Started,Critical,,,,fanduel tennessee,,PHASE 1,Tennessee Brand #1
Tennessee Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/tennessee/fanduel-promo-code.htm,FanDuel Tennessee Promo Code,Lewis Humphries,Not Started,High,,,,fanduel promo code tennessee,,PHASE 1,Tennessee FanDuel Promo
Tennessee Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/tennessee/draftkings-review.htm,DraftKings Tennessee Review,Lewis Humphries,Not Started,Critical,,,,draftkings tennessee,,PHASE 1,Tennessee Brand #2
Tennessee Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/tennessee/draftkings-promo-code.htm,DraftKings Tennessee Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code tennessee,,PHASE 1,Tennessee DraftKings Promo
Tennessee Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/tennessee/betmgm-review.htm,BetMGM Tennessee Review,Lewis Humphries,Not Started,High,,,,betmgm tennessee,,PHASE 1,Tennessee Brand #3
Tennessee Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/tennessee/betmgm-promo-code.htm,BetMGM Tennessee Promo Code,Lewis Humphries,Not Started,High,,,,betmgm promo code tennessee,,PHASE 1,Tennessee BetMGM Promo
Tennessee Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/tennessee/caesars-review.htm,Caesars Tennessee Review,Lewis Humphries,Not Started,High,,,,caesars tennessee,,PHASE 1,Tennessee Brand #4
Tennessee Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/tennessee/caesars-promo-code.htm,Caesars Tennessee Promo Code,Lewis Humphries,Not Started,Medium,,,,caesars promo code tennessee,,PHASE 1,Tennessee Caesars Promo
Tennessee Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/tennessee/bet365-review.htm,bet365 Tennessee Review,Lewis Humphries,Not Started,High,,,,bet365 tennessee,,PHASE 1,Tennessee Brand #5
Tennessee Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/tennessee/bet365-promo-code.htm,bet365 Tennessee Promo Code,Lewis Humphries,Not Started,Medium,,,,bet365 promo code tennessee,,PHASE 1,Tennessee bet365 Promo
Tennessee Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/tennessee/fanatics-review.htm,Fanatics Tennessee Review,Lewis Humphries,Not Started,Medium,,,,fanatics tennessee,,PHASE 1,Tennessee Brand #6
Tennessee Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/tennessee/fanatics-promo-code.htm,Fanatics Tennessee Promo Code,Lewis Humphries,Not Started,Medium,,,,fanatics promo code tennessee,,PHASE 1,Tennessee Fanatics Promo
Tennessee Betting,Sportsbook Reviews,theScore Bet,,https://www.topendsports.com/sport/betting/tennessee/thescore-bet-review.htm,theScore Bet Tennessee Review,Lewis Humphries,Not Started,Medium,,,,thescore bet tennessee,,PHASE 1,Tennessee Brand #7
Tennessee Betting,Sportsbook Reviews,Bally Bet,,https://www.topendsports.com/sport/betting/tennessee/bally-bet-review.htm,Bally Bet Tennessee Review,Lewis Humphries,Not Started,Medium,,,,bally bet tennessee,,PHASE 1,Tennessee Brand #8
Tennessee Betting,Sportsbook Reviews,Hard Rock Bet,,https://www.topendsports.com/sport/betting/tennessee/hard-rock-bet-review.htm,Hard Rock Bet Tennessee Review,Lewis Humphries,Not Started,Medium,,,,hard rock bet tennessee,,PHASE 1,Tennessee Brand #9
Tennessee Betting,Sportsbook Reviews,Hard Rock Bet,Promo Code,https://www.topendsports.com/sport/betting/tennessee/hard-rock-bet-promo-code.htm,Hard Rock Bet Tennessee Promo Code,Lewis Humphries,Not Started,Medium,,,,hard rock bet promo code tennessee,,PHASE 1,Tennessee Hard Rock Bet Promo
Kansas Betting,,,,https://www.topendsports.com/sport/betting/kansas/index.htm,Best Betting Sites in Kansas,Tom Goldsmith,Not Started,High,,,,best betting sites kansas,,PHASE 1,Kansas Hub - No License Required - Regulator: Kansas Racing and Gaming Commission
Kansas Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/kansas/betting-apps.htm,Best Betting Apps in Kansas,Tom Goldsmith,Not Started,Medium,,,,best betting apps kansas,,PHASE 1,Kansas Apps
Kansas Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/kansas/bonuses.htm,Best Sportsbook Bonuses in Kansas,Tom Goldsmith,Not Started,Medium,,,,sportsbook bonuses kansas,,PHASE 1,Kansas Bonuses
Kansas Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/kansas/fanduel-review.htm,FanDuel Kansas Review,Tom Goldsmith,Not Started,Critical,,,,fanduel kansas,,PHASE 1,Kansas Brand #1
Kansas Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/kansas/fanduel-promo-code.htm,FanDuel Kansas Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code kansas,,PHASE 1,Kansas FanDuel Promo
Kansas Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/kansas/draftkings-review.htm,DraftKings Kansas Review,Tom Goldsmith,Not Started,Critical,,,,draftkings kansas,,PHASE 1,Kansas Brand #2
Kansas Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/kansas/draftkings-promo-code.htm,DraftKings Kansas Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code kansas,,PHASE 1,Kansas DraftKings Promo
Kansas Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/kansas/betmgm-review.htm,BetMGM Kansas Review,Tom Goldsmith,Not Started,High,,,,betmgm kansas,,PHASE 1,Kansas Brand #3
Kansas Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/kansas/betmgm-promo-code.htm,BetMGM Kansas Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code kansas,,PHASE 1,Kansas BetMGM Promo
Kansas Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/kansas/caesars-review.htm,Caesars Kansas Review,Tom Goldsmith,Not Started,High,,,,caesars kansas,,PHASE 1,Kansas Brand #4
Kansas Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/kansas/caesars-promo-code.htm,Caesars Kansas Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code kansas,,PHASE 1,Kansas Caesars Promo
Kansas Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/kansas/bet365-review.htm,bet365 Kansas Review,Tom Goldsmith,Not Started,High,,,,bet365 kansas,,PHASE 1,Kansas Brand #5
Kansas Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/kansas/bet365-promo-code.htm,bet365 Kansas Promo Code,Tom Goldsmith,Not Started,Medium,,,,bet365 promo code kansas,,PHASE 1,Kansas bet365 Promo
Kansas Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/kansas/fanatics-review.htm,Fanatics Kansas Review,Tom Goldsmith,Not Started,Medium,,,,fanatics kansas,,PHASE 1,Kansas Brand #6
Kansas Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/kansas/fanatics-promo-code.htm,Fanatics Kansas Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code kansas,,PHASE 1,Kansas Fanatics Promo
Kentucky Betting,,,,https://www.topendsports.com/sport/betting/kentucky/index.htm,Best Betting Sites in Kentucky,Lewis Humphries,Not Started,High,,,,best betting sites kentucky,,PHASE 1,Kentucky Hub - No License Required - Regulator: Kentucky Horse Racing Commission
